STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;FREQ;Fréquence;GEO_PICT;Pays et territoires insulaires du Pacifique;INDICATOR;Indicateur;SEX;Sexe;AGE;Âge;URBANIZATION;Urbanisation;DISABILITY;Invalidité;EDUCATION;Niveau d'éducation;TIME_PERIOD;Période;OBS_VALUE;Valeur observée;UNIT_MEASURE;Unité de mesure;UNIT_MULT;Multiplicateur d'unités;OBS_STATUS;Statut de l'observation;DATA_SOURCE;Source de données;OBS_COMMENT;Commentaire;CONF_STATUS;Confidentialité
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;_T;Pas de ventilation par handicap;_T;Tous les niveaux d'enseignement;2020;;15456;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;_T;Pas de ventilation par handicap;0;L'éducation de la petite enfance;2020;;1387;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;_T;Pas de ventilation par handicap;1;Enseignement primaire;2020;;3989;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;_T;Pas de ventilation par handicap;2;Enseignement secondaire inférieur;2020;;4086;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;_T;Pas de ventilation par handicap;3;L'enseignement secondaire supérieur;2020;;3697;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;_T;Pas de ventilation par handicap;5-8;Éducation tertiaire;2020;;2222;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;_T;Pas de ventilation par handicap;9;Niveau non indiqué;2020;;75;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;PD;Personnes handicapées;_T;Tous les niveaux d'enseignement;2020;;663;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;PD;Personnes handicapées;0;L'éducation de la petite enfance;2020;;98;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;PD;Personnes handicapées;1;Enseignement primaire;2020;;283;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;PD;Personnes handicapées;2;Enseignement secondaire inférieur;2020;;141;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;PD;Personnes handicapées;3;L'enseignement secondaire supérieur;2020;;62;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;PD;Personnes handicapées;5-8;Éducation tertiaire;2020;;73;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;PWD;Personnes sans handicap;_T;Tous les niveaux d'enseignement;2020;;14792;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;PWD;Personnes sans handicap;0;L'éducation de la petite enfance;2020;;1289;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;PWD;Personnes sans handicap;1;Enseignement primaire;2020;;3705;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;PWD;Personnes sans handicap;2;Enseignement secondaire inférieur;2020;;3945;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;PWD;Personnes sans handicap;3;L'enseignement secondaire supérieur;2020;;3635;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;PWD;Personnes sans handicap;5-8;Éducation tertiaire;2020;;2149;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;U;Urbain;PWD;Personnes sans handicap;9;Niveau non indiqué;2020;;70;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;_T;Pas de ventilation par handicap;_T;Tous les niveaux d'enseignement;2020;;47715;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;_T;Pas de ventilation par handicap;0;L'éducation de la petite enfance;2020;;7579;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;_T;Pas de ventilation par handicap;1;Enseignement primaire;2020;;22474;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;_T;Pas de ventilation par handicap;2;Enseignement secondaire inférieur;2020;;11003;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;_T;Pas de ventilation par handicap;3;L'enseignement secondaire supérieur;2020;;4738;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;_T;Pas de ventilation par handicap;5-8;Éducation tertiaire;2020;;1812;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;_T;Pas de ventilation par handicap;9;Niveau non indiqué;2020;;109;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;PD;Personnes handicapées;_T;Tous les niveaux d'enseignement;2020;;2636;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;PD;Personnes handicapées;0;L'éducation de la petite enfance;2020;;746;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;PD;Personnes handicapées;1;Enseignement primaire;2020;;1290;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;PD;Personnes handicapées;2;Enseignement secondaire inférieur;2020;;372;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;PD;Personnes handicapées;3;L'enseignement secondaire supérieur;2020;;120;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;PD;Personnes handicapées;5-8;Éducation tertiaire;2020;;96;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;PD;Personnes handicapées;9;Niveau non indiqué;2020;;12;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;PWD;Personnes sans handicap;_T;Tous les niveaux d'enseignement;2020;;45079;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;PWD;Personnes sans handicap;0;L'éducation de la petite enfance;2020;;6833;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;PWD;Personnes sans handicap;1;Enseignement primaire;2020;;21184;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;PWD;Personnes sans handicap;2;Enseignement secondaire inférieur;2020;;10631;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;PWD;Personnes sans handicap;3;L'enseignement secondaire supérieur;2020;;4618;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;PWD;Personnes sans handicap;5-8;Éducation tertiaire;2020;;1716;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;_T;Tous les âges;R;Rural;PWD;Personnes sans handicap;9;Niveau non indiqué;2020;;97;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;_T;Pas de ventilation par handicap;_T;Tous les niveaux d'enseignement;2020;;49229;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;_T;Pas de ventilation par handicap;0;L'éducation de la petite enfance;2020;;6028;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;_T;Pas de ventilation par handicap;1;Enseignement primaire;2020;;19714;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;_T;Pas de ventilation par handicap;2;Enseignement secondaire inférieur;2020;;12489;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;_T;Pas de ventilation par handicap;3;L'enseignement secondaire supérieur;2020;;7651;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;_T;Pas de ventilation par handicap;5-8;Éducation tertiaire;2020;;3218;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;_T;Pas de ventilation par handicap;9;Niveau non indiqué;2020;;128;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;PD;Personnes handicapées;_T;Tous les niveaux d'enseignement;2020;;1105;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;PD;Personnes handicapées;0;L'éducation de la petite enfance;2020;;267;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;PD;Personnes handicapées;1;Enseignement primaire;2020;;496;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;PD;Personnes handicapées;2;Enseignement secondaire inférieur;2020;;186;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;PD;Personnes handicapées;3;L'enseignement secondaire supérieur;2020;;93;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;PD;Personnes handicapées;5-8;Éducation tertiaire;2020;;62;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;PWD;Personnes sans handicap;_T;Tous les niveaux d'enseignement;2020;;48124;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;PWD;Personnes sans handicap;0;L'éducation de la petite enfance;2020;;5762;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;PWD;Personnes sans handicap;1;Enseignement primaire;2020;;19218;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;PWD;Personnes sans handicap;2;Enseignement secondaire inférieur;2020;;12303;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;PWD;Personnes sans handicap;3;L'enseignement secondaire supérieur;2020;;7558;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;PWD;Personnes sans handicap;5-8;Éducation tertiaire;2020;;3156;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;_T;National;PWD;Personnes sans handicap;9;Niveau non indiqué;2020;;127;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;_T;Pas de ventilation par handicap;_T;Tous les niveaux d'enseignement;2020;;12567;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;_T;Pas de ventilation par handicap;0;L'éducation de la petite enfance;2020;;1066;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;_T;Pas de ventilation par handicap;1;Enseignement primaire;2020;;2930;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;_T;Pas de ventilation par handicap;2;Enseignement secondaire inférieur;2020;;3367;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;_T;Pas de ventilation par handicap;3;L'enseignement secondaire supérieur;2020;;3358;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;_T;Pas de ventilation par handicap;5-8;Éducation tertiaire;2020;;1792;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;_T;Pas de ventilation par handicap;9;Niveau non indiqué;2020;;54;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;PD;Personnes handicapées;_T;Tous les niveaux d'enseignement;2020;;277;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;PD;Personnes handicapées;0;L'éducation de la petite enfance;2020;;38;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;PD;Personnes handicapées;1;Enseignement primaire;2020;;109;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;PD;Personnes handicapées;2;Enseignement secondaire inférieur;2020;;58;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;PD;Personnes handicapées;3;L'enseignement secondaire supérieur;2020;;37;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;PD;Personnes handicapées;5-8;Éducation tertiaire;2020;;34;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;PWD;Personnes sans handicap;_T;Tous les niveaux d'enseignement;2020;;12290;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;PWD;Personnes sans handicap;0;L'éducation de la petite enfance;2020;;1028;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;PWD;Personnes sans handicap;1;Enseignement primaire;2020;;2822;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;PWD;Personnes sans handicap;2;Enseignement secondaire inférieur;2020;;3309;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;PWD;Personnes sans handicap;3;L'enseignement secondaire supérieur;2020;;3321;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;PWD;Personnes sans handicap;5-8;Éducation tertiaire;2020;;1758;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;U;Urbain;PWD;Personnes sans handicap;9;Niveau non indiqué;2020;;53;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;R;Rural;_T;Pas de ventilation par handicap;_T;Tous les niveaux d'enseignement;2020;;36662;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;VU;Vanuatu;POPCNT;Population;M;Homme;Y25T54;25-54;R;Rural;_T;Pas de ventilation par handicap;0;L'éducation de la petite enfance;2020;;4962;;N;unités;;;;;;;;;;
