STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;FREQ;Fréquence;GEO_PICT;Pays et territoires insulaires du Pacifique;INDICATOR;Indicateur;SEX;Sexe;URBANIZATION;Urbanisation;DISABILITY;Invalidité;TIME_PERIOD;Période;OBS_VALUE;Valeur observée;UNIT_MEASURE;Unité de mesure;UNIT_MULT;Multiplicateur d'unités;OBS_STATUS;Statut de l'observation;DATA_SOURCE;Source de données;OBS_COMMENT;Commentaire;CONF_STATUS;Confidentialité
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2015;;26;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;WS;Samoa;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2013;;3828;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;CK;Îles Cook;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2015;;161;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PD;Personnes handicapées;2015;;17;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PD;Personnes handicapées;2019;;63;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2015;;10226;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2019;;10967;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PWD;Personnes sans handicap;2015;;47.06;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PWD;Personnes sans handicap;2019;;49.29;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2015;;45.63;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2019;;43.44;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PD;Personnes handicapées;2015;;43.61;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PD;Personnes handicapées;2019;;28.16;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2015;;548;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2017;;466;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PWD;Personnes sans handicap;2016;;2872;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PWD;Personnes sans handicap;2018;;2920;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PWD;Personnes sans handicap;2021;;2136;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2016;;582;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2018;;803;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2021;;371;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;PD;Personnes handicapées;2016;;71;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;PD;Personnes handicapées;2018;;69;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;PD;Personnes handicapées;2021;;72;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PD;Personnes handicapées;2016;;15;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PD;Personnes handicapées;2018;;52;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2016;;28.84;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2018;;29.89;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2021;;21.68;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2016;;28.87;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2018;;30.28;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2021;;21.94;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2016;;24.17;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2018;;27.69;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2021;;15.51;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NU;Niue;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PWD;Personnes sans handicap;2017;;11;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NU;Niue;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2017;;6.82;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;PWD;Personnes sans handicap;2017;;279;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2019;;46.01;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;PWD;Personnes sans handicap;2019;;43.48;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2019;;87.18;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2011;;972;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2019;;620;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2011;;40.67;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2019;;42.37;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;WS;Samoa;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2013;;25.96;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;CK;Îles Cook;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2015;;82;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;CK;Îles Cook;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2015;;19.14;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2015;;2931;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2019;;2496;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2015;;42.92;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2019;;34.59;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2015;;46.52;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2019;;50.15;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;PWD;Personnes sans handicap;2015;;15.59;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;PWD;Personnes sans handicap;2015;;16.3;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TK;Tokelau;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2015;;10.76;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2015;;39.08;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2017;;35.86;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2016;;2332;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2018;;2178;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2021;;1807;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PD;Personnes handicapées;2016;;30.34;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PD;Personnes handicapées;2018;;74.68;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PD;Personnes handicapées;2021;;35.42;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PD;Personnes handicapées;2016;;26.79;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PD;Personnes handicapées;2018;;85.25;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2016;;24.13;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2018;;27;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2021;;15.1;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2017;;12;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2017;;861;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2017;;47.33;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PWD;Personnes sans handicap;2019;;334;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PD;Personnes handicapées;2019;;57.04;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2019;;40.89;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2019;;2264;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2019;;8447;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NR;Nauru;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2011;;542;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NR;Nauru;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2012;;596;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;SB;Salomon;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2012;;36037;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;SB;Salomon;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2012;;32.52;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2013;;325;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2015;;396;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2013;;11.8;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2015;;15.1;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;WS;Samoa;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2013;;1148;;N;unités;;;;;;;;;;
